ID,Pos,Cell_Centroid_X,Cell_Centroid_Y,Cell_Area,Nuc_Area,Mem_Area,Cyt_Area,Median_Cell_BCAT,Median_Nuc_BCAT,Median_Mem_BCAT,Median_Cyt_BCAT,Median_Cell_CC3,Median_Nuc_CC3,Median_Mem_CC3,Median_Cyt_CC3,Median_Cell_CD44V6,Median_Nuc_CD44V6,Median_Mem_CD44V6,Median_Cyt_CD44V6,Median_Cell_COX2,Median_Nuc_COX2,Median_Mem_COX2,Median_Cyt_COX2,Median_Cell_DAPI,Median_Nuc_DAPI,Median_Mem_DAPI,Median_Cyt_DAPI,Median_Cell_ECAD,Median_Nuc_ECAD,Median_Mem_ECAD,Median_Cyt_ECAD,Median_Cell_KI67,Median_Nuc_KI67,Median_Mem_KI67,Median_Cyt_KI67,Median_Cell_LC3A,Median_Nuc_LC3A,Median_Mem_LC3A,Median_Cyt_LC3A,Median_Cell_LYZ,Median_Nuc_LYZ,Median_Mem_LYZ,Median_Cyt_LYZ,Median_Cell_MMP7,Median_Nuc_MMP7,Median_Mem_MMP7,Median_Cyt_MMP7,Median_Cell_MUC2,Median_Nuc_MUC2,Median_Mem_MUC2,Median_Cyt_MUC2,Median_Cell_NAKATPASE,Median_Nuc_NAKATPASE,Median_Mem_NAKATPASE,Median_Cyt_NAKATPASE,Median_Cell_PCAD,Median_Nuc_PCAD,Median_Mem_PCAD,Median_Cyt_PCAD,Median_Cell_PCK26,Median_Nuc_PCK26,Median_Mem_PCK26,Median_Cyt_PCK26,Median_Cell_PCNA,Median_Nuc_PCNA,Median_Mem_PCNA,Median_Cyt_PCNA,Median_Cell_PEGFR,Median_Nuc_PEGFR,Median_Mem_PEGFR,Median_Cyt_PEGFR,Median_Cell_PERK,Median_Nuc_PERK,Median_Mem_PERK,Median_Cyt_PERK,Median_Cell_SMAD4,Median_Nuc_SMAD4,Median_Mem_SMAD4,Median_Cyt_SMAD4,Median_Cell_SURVIVIN,Median_Nuc_SURVIVIN,Median_Mem_SURVIVIN,Median_Cyt_SURVIVIN,Median_Cell_VILLIN,Median_Nuc_VILLIN,Median_Mem_VILLIN,Median_Cyt_VILLIN
724,3,1611,2677,343,259,84,0,9339,8879,14818,0,192,165,308,0,2359,2298,2668,0,8064,7785,9449,0,26638,27131,20806,0,6976,6224,11154,0,2692,2546,3253,0,16384,15914,19580,0,5578,5349,6605,0,1193,1135,1442,0,1243,1223,1365,0,6441,5598,11231,0,10222,9724,13651,0,2885,2475,4066,0,1886,1902,1828,0,3051,2831,4458,0,822,793,966,0,7431,7098,8582,0,1748,1980,1213,0,633,623,689,0
725,3,1607,1119,147,96,42,9,10378,9576,12535,10955,251,278,205,187,2163,2197,2115,1989,11970,11863,11934,12025,25737,33152,5558,9225,8715,7234,11773,9589,4564,4526,4622,4165,22345,21711,23244,22521,14703,14598,14803,15655,825,917,652,740,5645,4743,7681,6998,11434,10218,15076,11927,7516,7082,8707,7796,2577,2211,2860,2803,698,661,906,596,1854,1776,2068,1878,935,1199,647,658,9247,10049,8398,8782,1448,2063,584,760,517,484,617,688
726,3,1616,2644,393,301,91,1,11184,10223,14363,14756,161,141,189,0,2291,2229,2681,2434,6800,6393,8435,7427,32094,35590,24884,26623,7093,6335,9923,10715,2571,2506,2899,2101,15426,14597,17817,16450,8675,9225,7904,8315,1200,1191,1276,1006,1289,1244,1456,1585,9516,8782,13533,14453,10718,10076,12781,12280,3019,2792,4439,5726,1449,1407,1662,1266,2222,2143,2566,2384,912,872,1000,882,7952,7533,9244,7884,1632,1788,1267,986,610,604,621,823
727,3,1642,1303,3649,914,541,2194,2256,1310,2167,2841,34,31,48,32,1609,1586,1785,1587,4473,3374,4889,4726,2306,17456,1913,1965,185,217,185,169,1441,2692,1221,1371,14765,12122,13863,15339,5849,4862,6595,5975,906,723,1033,967,771,773,748,775,1078,941,794,1189,3369,2389,3258,4083,213,257,204,204,1002,935,1239,977,1436,1489,1160,1490,450,389,357,521,3879,5135,3369,3859,197,464,137,149,255,255,210,270
728,3,1612,1108,200,66,114,20,12349,11733,13076,11762,189,177,196,218,2498,2578,2450,2526,12595,13652,11888,13068,8167,13092,3877,4800,12504,11800,13219,11707,3907,3635,3999,4147,25383,27095,24570,25234,8719,9229,8225,8185,873,817,945,809,6326,6541,6233,6358,14419,13040,16104,13180,9258,8656,9677,9245,3291,3291,3264,3367,794,755,818,982,2026,1927,2101,2030,546,576,539,582,9631,11160,9158,9379,557,853,465,454,702,605,757,763
729,3,1637,1457,3770,650,695,2425,1275,1893,1367,1191,53,78,51,46,1546,1218,1670,1590,3409,3037,3906,3386,1864,19359,1785,1736,317,621,313,247,1037,1133,1100,999,8444,8965,8801,8311,5492,4915,5916,5484,514,545,528,500,661,697,682,646,297,606,340,224,1860,2828,1914,1744,243,223,289,240,759,697,858,749,957,3462,887,861,183,343,219,148,2658,4515,2798,2399,203,441,193,175,252,253,277,244
730,3,1627,2696,862,652,184,26,11623,11048,14300,12427,184,187,182,93,2412,2352,2632,2330,7677,7371,8895,9399,31447,33151,20384,22923,9138,8658,11027,9833,3553,3308,4330,3480,17385,16956,20560,20234,18024,18137,15857,21375,1341,1309,1496,1421,1218,1173,1407,1372,7885,7347,9801,9060,9449,8732,11767,10424,3147,2871,4283,4211,2020,2105,1787,1840,3540,3331,4475,4068,1002,1021,916,919,7937,7805,9261,9260,2175,2350,1202,1166,591,589,594,670
731,3,1617,1553,486,227,184,75,7869,6724,9150,8380,142,167,119,139,2017,2037,1998,1968,7679,7638,7428,8682,21467,33355,4870,3644,6450,5053,7810,7214,2056,1835,2532,2426,17219,16841,17715,17955,12289,12088,13547,11473,748,827,676,681,1098,933,1567,1479,8951,5969,11825,11268,5499,5009,6044,5608,1537,1211,2009,1724,1100,1185,991,1003,4416,4114,4716,4920,591,672,560,408,6278,6234,6305,6548,852,1887,464,358,371,293,452,475
732,3,1646,1606,1469,677,453,339,7985,6726,11025,8196,80,120,50,1,1859,1969,1771,1491,4681,4316,5921,4693,19839,29218,3381,1952,6540,5446,9241,7168,2126,2132,2189,1979,14222,13878,15812,13476,40370,32682,45467,56383,696,767,662,511,1923,1060,6269,10558,7505,6039,10809,7738,7907,6368,10804,8487,1483,1053,2306,1896,1160,1326,987,749,7075,6384,8950,6750,582,612,597,472,5533,5605,5561,4878,693,1251,363,234,460,436,488,456
733,3,1626,1604,753,174,237,342,10265,8798,11634,10201,112,99,111,122,2166,2107,2210,2177,10357,6754,10249,12582,3312,24455,2709,2926,9271,7630,10034,9475,3195,2986,3241,3354,21912,15681,22217,23630,17054,8747,21709,17025,891,819,850,977,4042,1252,5953,5676,11614,8348,12001,12214,9611,9334,10662,9562,2184,1251,2602,2262,1354,1312,1310,1407,9026,8054,9341,9254,550,602,531,534,7485,6131,7708,7953,446,1380,367,392,643,576,663,683
734,3,1627,1563,558,514,41,3,7887,7814,9861,8641,229,235,107,134,2021,2054,1759,1584,5118,4979,7359,8535,32768,39603,6930,11455,4978,4794,6634,6082,2660,2608,8386,5462,15655,15524,17837,20374,15479,15159,26611,36967,892,906,816,744,1012,970,5447,5450,6576,6468,9962,7996,4761,4713,5483,5432,1558,1527,2044,2045,1124,1125,1060,1268,3900,3825,4861,4659,934,941,726,1122,5960,5898,6313,6527,1762,1861,412,461,363,349,466,571
735,3,1631,2665,401,291,110,0,11961,11269,14264,0,245,227,327,0,2713,2666,2961,0,7892,7547,8321,0,28498,29140,23842,0,9666,9158,11739,0,10347,10737,8644,0,18866,18312,20329,0,9202,9188,9471,0,1348,1392,1234,0,1499,1492,1514,0,9862,9081,11680,0,11906,11323,14415,0,3988,3831,4884,0,1827,1838,1750,0,3650,3417,4320,0,1367,1363,1370,0,9414,8960,10222,0,1552,1697,1313,0,704,689,785,0
736,3,1631,1200,1204,510,254,440,7144,7477,8495,5755,122,193,86,76,1928,2070,1820,1763,5430,5871,5270,4987,14450,29787,7326,5374,7124,6714,9808,7345,1733,1932,1812,1417,17504,16779,19140,17341,5962,5635,6386,5941,701,807,587,638,1576,1848,1500,1249,9104,8739,11359,9348,7236,7300,7957,6673,1708,2033,1702,1383,669,723,650,626,2186,2139,2390,2204,478,642,387,307,6134,6370,6444,5717,630,1577,333,230,473,530,407,451
737,3,1622,1328,59,3,56,0,1386,447,1407,0,0,0,0,0,0,356,0,0,4384,2798,4402,0,5390,8894,5374,0,0,0,0,0,0,0,0,0,10513,5643,11462,0,7047,12010,6957,0,4040,2457,4166,0,148,477,66,0,37,648,0,0,610,0,637,0,0,258,0,0,2112,1317,2142,0,896,852,921,0,0,0,0,0,1419,1485,1368,0,0,0,0,0,0,0,0,0
738,3,1627,2603,307,224,83,0,10474,9903,13146,0,302,266,346,0,2418,2347,2645,0,9227,9002,11142,0,40328,42221,29190,0,8385,7672,10610,0,2931,2920,2981,0,16762,16315,21301,0,5858,5848,5937,0,1645,1738,1464,0,1521,1467,1666,0,8726,7787,10400,0,10741,10447,12676,0,4302,3748,6555,0,1801,1826,1741,0,2266,2197,2424,0,1101,1089,1239,0,7771,7386,8888,0,2361,2661,1508,0,411,414,388,0
739,3,1646,2577,688,369,201,118,0,0,0,0,51,54,32,48,1107,1140,1182,994,5568,5522,6045,5333,9163,12354,7262,6893,1982,1963,2235,2019,856,906,762,738,8450,8615,7060,8353,2744,2724,2728,2909,5408,5100,5248,6613,917,915,933,913,1863,1846,2194,1824,4830,4802,5654,4790,1057,1094,838,1088,3063,2848,3202,3412,1233,1389,942,900,346,358,229,386,3881,3896,3504,4024,427,499,323,335,0,0,0,0
740,3,1633,2723,365,227,64,74,10953,10666,10671,11447,76,102,31,50,2123,2276,1521,1662,8849,9202,5811,7652,20719,24764,5266,7533,8505,8317,8248,8639,6264,6336,3838,9460,19165,19177,16891,19791,8661,6078,22283,17708,1077,1139,1050,1010,3522,2058,14587,10412,9719,9647,8357,10263,10897,10726,10838,11507,3673,3690,2821,3829,1554,1728,1067,1183,2932,2855,2966,3228,682,747,460,534,8286,8472,6003,8298,1230,1634,485,725,650,696,452,629
741,3,1637,1528,740,469,182,89,5409,5605,5636,4014,155,180,110,27,2064,2096,2052,1985,6764,7856,4884,3394,23390,30663,3684,4132,4501,4506,4941,3706,1644,1759,1390,1050,15779,16879,13908,11248,10842,11507,8373,6112,733,894,459,307,982,1062,863,776,5564,5543,5918,5503,5039,4945,5671,4865,1068,1254,946,745,1136,1228,987,649,3891,3730,5063,3672,498,596,381,242,5775,6093,5387,3977,991,1580,345,289,380,403,349,273
742,3,1645,2712,423,240,143,40,11859,11251,14089,10350,176,197,165,70,2625,2431,2815,2779,9209,8334,10217,9768,23665,27409,12078,7127,8846,8050,10486,7147,6618,8895,4956,4719,20204,17840,22727,21842,6962,6467,7966,7063,1520,1467,1695,1333,1396,1334,1522,1405,8765,8392,10310,7963,9984,9386,12144,9728,4439,3858,5518,4827,1852,1972,1795,1396,3511,3197,4178,3619,839,887,876,466,9570,8270,10590,10517,1275,1620,835,640,630,628,656,538
743,3,1638,2618,575,428,141,6,11330,10606,14124,13403,820,926,432,957,2569,2548,2658,2740,9651,9668,9651,9148,39630,41865,32706,45124,8339,7774,10233,10315,2944,2884,3225,2599,17211,16806,19086,15006,6130,6078,6678,5576,1552,1571,1465,1789,1279,1268,1349,1149,9182,7732,13001,13034,10060,9398,11897,11357,4700,4521,5585,6030,1652,1614,1836,1880,2723,2631,2996,3010,1718,1739,1586,1961,8464,8191,9215,7888,2313,2659,1596,1924,567,571,551,450
744,3,1649,1557,1105,645,296,164,6036,6184,7452,1319,140,176,123,0,1986,2053,2013,1223,6057,6347,6349,1966,23279,30863,5770,1551,4222,4226,5756,1165,1736,1795,2002,574,16121,16329,17068,6192,10426,11096,8556,3503,771,883,639,148,893,906,921,602,5599,5418,8668,1582,4665,4713,5490,2546,1395,1441,1728,312,1110,1172,1127,316,3568,3511,4358,1117,496,590,480,68,5729,5842,6018,2382,925,1376,453,114,361,379,386,205
745,3,1644,2636,400,177,175,48,7992,8295,8408,6110,88,104,78,33,2261,2401,2216,1928,8743,11076,7081,6287,15819,21914,4681,4100,5586,6078,5675,4276,2589,2482,2754,2245,17086,17747,15803,14940,9361,9982,9037,7504,861,928,783,784,1287,1271,1319,1207,9685,10590,9359,6053,8225,8213,8884,7414,2289,2137,2557,2672,1218,1371,1139,1012,1906,2012,1801,1376,635,752,551,352,8854,9245,8209,7612,822,1111,602,516,634,676,595,570
746,3,1647,2682,679,480,178,21,9525,8657,12741,9611,191,220,123,123,2599,2591,2682,2338,7371,6657,8387,9043,34382,37231,14596,6338,6638,5672,10070,6928,8993,9713,5119,4399,16501,15858,17956,19882,6567,6372,7645,6472,1370,1417,1259,758,1236,1165,1454,1634,7055,6179,10290,6668,9314,8182,12398,9904,2636,2181,4214,4903,3354,4336,1790,1259,2739,2612,3752,2409,1010,1127,824,561,8282,8161,8551,9770,2226,2837,955,660,667,619,771,1002
747,3,1658,1253,2017,76,455,1486,1781,4663,2076,1685,49,100,83,37,1698,1689,1904,1641,4328,5420,5244,4078,2244,14284,1965,2286,760,7857,739,727,1237,1675,1474,1164,9779,15355,10446,9475,6764,6676,7757,6596,544,580,641,518,976,3808,984,963,882,9137,835,800,2684,5175,2868,2610,358,1008,334,354,834,720,962,812,978,2602,1074,946,195,360,239,174,3631,6369,3636,3547,185,563,209,172,246,339,276,229
748,3,1638,2649,306,189,104,13,10641,10500,11683,8724,158,159,157,153,2394,2431,2283,2382,8743,8879,8233,8787,24647,25940,13160,7002,7691,7675,8534,6051,3242,3425,2853,3135,18217,18340,18079,17783,8514,8342,9234,8599,1165,1226,1103,865,1414,1359,1459,1629,10015,9961,10753,8646,11070,10993,11784,9709,3097,3038,3220,2932,1610,1699,1438,1110,2556,2555,2704,2092,872,926,814,632,9324,9352,9112,9005,1245,1457,885,739,706,686,719,981
749,3,1668,1344,1006,413,203,390,1835,1813,1444,2062,0,0,0,51,1523,976,1421,1876,4537,4325,4029,5165,4742,17383,2430,2674,0,0,0,116,1209,1070,973,1461,20107,20960,11558,22701,7330,5999,6213,8518,1229,2105,867,1004,809,775,772,868,909,1254,532,879,2484,2128,2139,2831,421,360,327,500,992,1143,885,916,1545,1592,1096,1624,612,472,270,778,7065,6190,3924,9225,182,359,78,162,147,64,171,188
750,3,1654,2071,2578,1196,588,794,9585,8850,11108,10357,102,143,28,95,1769,1711,1698,1998,6302,5630,6175,9988,13725,30629,3840,3114,6052,5217,6705,6858,2251,2944,1708,2282,13686,12708,13639,19805,5070,5097,4501,5554,772,868,555,726,2006,1702,2556,2741,6962,6178,9588,7543,9381,8160,11537,10331,3165,2502,4099,4833,1497,1836,1248,1343,1923,1845,1887,2135,883,997,679,795,6377,5998,5985,9394,872,2310,499,493,556,520,579,598
751,3,1648,1952,695,139,232,324,4703,6399,5013,3781,72,137,68,54,1395,1769,1396,1263,2232,4292,2362,1836,1397,27033,1458,1248,2244,3694,2287,1643,928,3580,1004,719,6158,9986,6559,5263,3906,4684,4038,3499,225,792,197,146,2965,2849,2854,3078,2777,2877,3834,2324,4435,5633,4787,3640,598,1563,720,459,865,1567,869,694,987,1636,1027,812,96,685,101,46,2783,4531,3014,2364,169,1555,161,106,298,537,288,248
752,3,1662,1499,2489,795,453,1241,1150,1519,1878,954,44,92,45,13,1423,1340,1574,1426,2974,2739,3701,2899,2136,16603,2000,1551,327,515,521,197,871,963,1032,764,7363,7834,9791,6629,5516,6948,6441,4632,424,451,521,377,653,666,724,620,271,311,454,215,1872,2403,2582,1610,230,222,299,225,626,633,785,573,1132,2014,2555,702,209,384,309,106,2410,3309,4120,1878,241,609,212,149,261,299,282,225
753,3,1641,2594,199,153,46,0,8156,7641,11170,0,186,174,189,0,2417,2407,2489,0,8041,7994,8063,0,36932,34534,37678,0,6650,6440,8918,0,2520,2489,2598,0,16045,16008,16440,0,10053,10658,8437,0,1662,1802,1473,0,1563,1578,1516,0,8267,7824,11570,0,9409,8995,10859,0,2397,2328,2705,0,1594,1624,1461,0,1949,1938,1996,0,1039,1044,1001,0,7550,7453,7881,0,1960,1890,2223,0,259,251,261,0
754,3,1652,1181,468,340,128,0,9939,8719,12753,0,332,332,319,0,2156,2148,2210,0,10218,10370,9787,0,22672,27387,14502,0,8681,6755,12412,0,3852,3966,3477,0,23074,22829,23665,0,12767,13614,11051,0,990,1020,934,0,6135,6155,6057,0,9902,7994,14236,0,7272,6612,9692,0,2408,2160,3057,0,827,755,989,0,2058,1819,2649,0,670,724,573,0,9007,9305,8472,0,1035,1337,632,0,397,367,498,0
755,3,1643,441,271,83,73,115,1322,1912,583,1657,37,32,35,40,263,264,239,274,8397,11325,3302,9513,18214,20901,3987,21499,0,0,0,0,82,60,73,94,2004,2042,2038,1978,988,1009,959,1003,155,217,108,156,5007,3193,3339,7680,0,0,0,0,783,779,795,781,116,111,122,117,185,232,146,200,177,159,184,177,0,0,0,0,898,960,900,883,0,0,0,0,335,397,185,397
756,3,1648,1214,153,55,84,14,10550,10799,10581,8740,285,315,278,122,2302,2230,2415,2268,10066,9393,10663,12090,19561,39883,14165,11564,10775,10507,11723,10531,2565,3533,2254,1860,28248,25398,29037,31233,8644,8299,8850,8660,1087,1158,1030,1123,1554,1672,1527,1400,13458,12988,15213,12644,8412,8617,8417,7519,2712,2786,2755,2291,1147,1373,996,1070,3687,3506,3868,3734,691,717,712,573,9961,9791,10067,11222,1035,1995,752,570,487,509,490,435
757,3,1655,2733,677,313,186,178,9607,7830,12271,10019,100,94,111,95,2311,2176,2607,2398,9131,8857,9485,9357,9216,22141,3841,3744,6866,5605,9261,7189,3721,3284,4452,5484,19381,17198,22003,20303,6082,4783,8196,7381,1159,1069,1417,1045,1777,1459,2198,2172,9578,8311,11389,9902,9974,8365,12300,10263,4589,3751,5935,4910,1343,1518,1333,1014,3191,2603,4597,3671,831,852,788,825,8499,7509,9879,8943,839,1625,588,545,779,656,827,890
758,3,1645,1904,151,119,32,0,9118,8715,10399,0,138,147,0,0,2165,2110,2420,0,6817,6221,7747,0,25058,27587,8415,0,7761,7820,7320,0,2073,2073,2071,0,14748,14339,16080,0,5983,5754,9686,0,742,774,668,0,1728,1694,1964,0,9673,9025,13651,0,9184,9081,9302,0,1621,1607,1737,0,1399,1399,1340,0,4509,4648,4021,0,574,576,568,0,5760,5617,6349,0,1059,1325,385,0,565,557,579,0
759,3,1680,1995,3284,841,554,1889,6631,7679,7576,5692,74,116,94,55,1685,1948,1759,1529,3878,4230,4416,3422,2440,30607,2469,1867,4085,4758,4507,3506,1755,3392,1900,1364,10067,12761,11487,9048,5354,6420,5352,5000,467,767,465,345,2632,1573,2275,2919,3822,3685,5411,3377,5905,6738,7051,5286,1306,1326,1622,1239,1307,1654,1421,1064,1284,4965,1422,1082,477,1407,466,298,4226,6037,4630,3799,557,1976,567,354,385,440,390,355
760,3,1652,1580,176,176,0,0,8219,8219,0,0,81,81,0,0,1838,1838,0,0,6107,6107,0,0,29893,29893,0,0,7252,7252,0,0,2187,2187,0,0,14513,14513,0,0,6925,6925,0,0,888,888,0,0,973,973,0,0,7045,7045,0,0,8308,8308,0,0,1229,1229,0,0,1247,1247,0,0,7616,7616,0,0,492,492,0,0,5211,5211,0,0,1232,1232,0,0,429,429,0,0
761,3,1655,2664,244,139,96,9,9310,8237,11083,8157,103,108,126,0,2252,2274,2224,1858,7006,7349,6885,4327,16226,18606,8173,7842,6975,6289,9060,6450,3067,3001,3656,2222,16226,15943,16767,13284,6928,7038,6870,4894,886,933,827,1082,1759,1763,1749,1682,8066,7078,9574,8349,10300,9568,11767,9908,3417,3735,3310,2070,1360,1436,1283,1328,2590,2370,2980,2285,714,798,671,312,7893,7558,8552,6378,922,991,803,667,735,744,719,914
762,3,1672,2592,1164,873,273,18,12561,12252,13757,14494,238,227,267,355,2737,2729,2744,3099,9293,9193,10145,14107,24307,29527,12250,14582,10729,10343,12031,11621,3018,3007,3024,3928,19585,19333,20605,23964,6011,5786,6884,6385,1708,1575,2178,2404,1460,1460,1445,1627,10805,9862,13369,13201,12293,11988,13399,12775,4678,4523,5501,6022,1741,1688,1938,2350,2630,2597,2848,3121,1224,1226,1213,1389,9568,9280,10377,10916,1388,1635,850,859,492,520,139,352
763,3,1655,2629,142,24,96,22,10531,13271,9672,8886,156,198,153,161,2352,2276,2362,2342,6993,5779,7022,7414,6861,13861,6422,6620,7372,10094,7213,6496,2240,2064,2277,2054,17064,15929,16999,18307,5325,5531,5332,4730,959,1055,958,873,1374,1126,1410,1454,10442,12892,9903,9606,9498,11778,9407,8035,3857,3288,4060,3768,1364,1427,1361,1368,1955,2799,1909,1819,964,1300,903,866,8091,7734,8110,8233,783,881,727,789,674,553,695,750
764,3,1656,2608,261,187,73,1,11348,10997,13765,10373,554,540,875,449,2483,2409,2690,2866,8163,7888,10326,7486,26038,33780,14203,47545,9823,9398,11553,8223,4600,4525,5655,3263,18917,18619,21965,16154,5760,5423,6569,11615,1321,1269,1417,1540,1357,1353,1399,1346,9866,9276,10889,7870,10839,10610,11788,11054,4769,4469,6274,4653,1546,1470,1638,1755,2593,2459,3128,2121,1121,1056,1417,1421,8632,8565,9959,6923,1343,1494,1002,3334,616,613,621,450
765,3,1669,1558,566,303,172,91,6815,7263,6068,1918,101,128,121,0,1907,2016,1890,1282,7301,8811,4750,2507,20765,26903,3792,2522,5602,5964,4443,1827,1788,1926,1365,663,15376,16547,13828,9046,6500,6335,7145,4481,787,996,526,313,896,941,850,672,4671,4749,5365,1815,7132,7645,6306,3421,1235,1327,1277,470,1110,1227,918,428,7118,7554,5746,1891,448,504,404,166,5394,5597,5483,3302,745,1039,284,199,355,409,333,270
766,3,1668,1889,1306,478,329,499,6373,6589,8918,5604,92,112,99,56,1571,1608,1675,1492,5184,5882,4785,4731,8091,18645,4074,4476,4801,4855,6746,4450,1404,1562,1472,1216,12312,12558,13181,11764,5628,7784,5355,4464,435,527,374,358,1708,1888,1644,1593,6148,6183,9788,5807,6829,6825,9208,6616,1326,1577,1473,1079,861,954,958,757,3502,3681,4184,3179,328,371,420,272,4752,4775,5297,4554,428,757,236,272,507,572,479,474
767,3,1673,1193,666,207,205,254,6104,7915,8781,2904,44,265,0,0,1228,1687,1355,728,5446,7092,6305,3040,9162,22581,5725,1971,3455,6438,7014,1422,2978,3498,2425,2120,14002,17250,14828,9682,8120,10003,7487,7337,551,612,740,264,12239,8606,11807,15274,4719,7220,9401,885,4792,6443,5779,2772,1317,1573,1681,924,449,570,679,208,1502,1896,2110,712,360,569,326,191,5259,7781,5177,2992,360,952,316,162,332,355,388,278
768,3,1686,1161,1619,183,385,1051,3636,8306,5773,1861,29,144,32,18,633,1528,718,562,2314,5930,2940,1569,1685,19795,1534,1581,3741,8421,5518,1500,1337,3540,1990,744,7571,15839,8877,5695,3583,7223,3796,3033,198,599,256,152,11652,8709,11184,11874,5550,9182,8002,2617,4131,6893,5209,2823,586,1685,786,409,230,914,302,160,854,2029,1178,548,96,466,153,43,2847,5932,3223,2223,90,920,100,65,141,426,189,92
769,3,1665,1219,99,85,14,0,8407,8076,10892,0,244,218,574,0,1908,1907,1967,0,4954,4961,4626,0,37626,39448,24429,0,8531,8031,15368,0,6767,7268,4775,0,16753,16375,17689,0,5017,5017,4897,0,840,933,406,0,1761,1694,2547,0,10884,10521,15305,0,7555,7467,9543,0,1927,1883,2853,0,1345,1379,1058,0,2960,2890,3737,0,586,589,557,0,6775,6729,6965,0,1661,1791,902,0,442,469,374,0
770,3,1672,1207,252,204,43,5,9743,8881,11445,10824,181,203,70,0,1978,1936,2154,2127,6043,6100,6270,5031,29243,30471,18947,10091,10598,9078,11639,10937,3564,3717,3160,1911,16545,15981,18390,16821,5977,5802,6530,5778,836,814,851,1154,6437,6652,5226,3904,11612,9746,15451,15544,8210,7287,9844,9498,1796,1723,2245,1764,1088,1118,939,1145,2591,2473,3117,2740,617,622,568,301,6133,5954,6991,7061,1380,1531,882,485,465,467,446,323
771,3,1707,1232,1293,267,410,616,2035,5362,2940,701,0,56,0,0,717,1812,827,522,1618,3930,2386,895,2802,25374,2672,1931,2435,5678,3897,700,1136,6752,1241,863,6638,13000,8907,4060,6947,4165,7634,7252,232,662,274,99,17723,2103,17430,18620,3348,7397,5268,780,2564,5896,3401,1491,698,1240,701,436,267,1079,307,121,845,2171,1150,379,49,415,65,3,2234,5382,2960,1553,109,1093,125,46,160,475,199,49
772,3,1678,1911,654,369,230,55,10816,9920,13007,12964,152,190,105,113,1996,1923,2061,2270,7700,7486,8182,7987,32768,43756,17826,4390,6802,5455,8836,8536,3905,3351,3838,5448,15930,15153,17030,19535,14116,13968,13344,17376,889,978,722,780,1693,1445,2342,1892,10727,8654,15154,14216,8381,7189,10405,9929,1892,1507,2341,2292,1459,1657,1299,1342,2767,2459,3245,3124,773,870,718,576,6937,7010,6730,7611,2298,3046,748,309,614,598,613,752
773,3,1685,2624,778,70,319,389,12093,12802,12355,11649,138,278,142,116,2333,2432,2206,2364,10154,8653,10788,10470,3377,13991,3062,3334,8960,11012,9131,8109,3219,2972,2641,3902,18965,18772,18993,18985,6086,6066,5972,6200,1305,1121,1320,1369,1704,1282,1789,1819,11851,12165,12754,10445,10715,11331,11162,10129,5417,3875,6093,5244,1257,1424,1196,1231,2404,3861,2452,2240,1228,1947,1073,1176,9597,8804,9523,9988,584,847,548,561,635,591,663,622
774,3,1673,2034,504,475,29,0,5485,5305,7494,0,112,115,86,0,1666,1651,1858,0,3419,3342,5895,0,32666,33267,11408,0,4521,4452,5293,0,3687,3769,2150,0,11730,11705,12981,0,4964,4946,5955,0,699,705,406,0,1247,1216,1775,0,3203,3138,5345,0,6172,6057,7608,0,2421,2400,2599,0,1620,1628,1474,0,1634,1636,1616,0,1043,1072,582,0,5030,5019,5191,0,2146,2254,689,0,482,483,462,0
775,3,1683,2698,1347,488,502,357,12592,12406,13087,12514,118,173,108,58,2584,2727,2467,2466,8607,8695,8621,8330,8744,26753,4777,4509,10068,10203,10136,9413,4531,4153,4913,5362,19101,18514,19361,19834,8682,9996,8519,6002,1175,1442,1068,1013,2143,1994,2544,2176,11248,10592,11595,11906,12077,11390,12670,12593,4981,4629,5624,4908,1449,2014,1187,1275,3577,3687,3582,2749,775,967,680,632,9344,8899,9789,9935,839,1889,668,684,821,802,804,875
776,3,1681,1248,460,179,220,61,6502,7357,6154,3631,168,247,132,51,1824,2193,1419,1132,7231,10280,5668,2773,16732,24675,9907,3480,7021,6206,7997,4966,2249,2629,1976,1873,22466,28159,16802,8880,8254,7639,8915,7951,702,966,585,378,5210,1811,12015,18242,8615,7624,9864,6600,5987,6649,5585,3785,1832,2436,1314,725,803,972,690,510,3382,3765,2432,1439,541,765,354,156,8863,10725,5560,3297,498,970,266,125,383,549,303,293
777,3,1667,972,77,37,40,0,5854,5179,7184,0,65,28,94,0,1191,1275,1061,0,6178,5996,6831,0,11631,14603,7797,0,6355,5975,7417,0,4151,5655,3015,0,11107,11107,10980,0,4527,4677,4499,0,842,948,685,0,5173,4627,5971,0,6091,5391,7014,0,6559,6013,7801,0,1342,1209,1408,0,1133,1210,1066,0,1355,1309,1633,0,537,733,412,0,3975,4180,3746,0,553,944,321,0,473,414,519,0
778,3,1684,2670,1002,588,254,160,10254,8322,12464,13730,148,149,127,161,2326,2178,2394,2881,7654,7244,7983,8852,24547,28028,6105,6688,7246,5888,9186,10189,2966,2688,3776,4007,16134,15018,17377,19319,5630,5119,7964,8590,1042,1012,1029,1237,1734,1615,2122,1772,8888,6987,10661,11677,10732,9551,12154,12351,3029,2616,4146,4402,1745,1979,1314,1638,2731,2375,3341,3834,815,780,764,1086,8044,7282,8758,9728,1310,1944,672,774,627,583,691,788
